id,project_id,workflow_id,trigger,status,runtime_summary,input_payload_json,output_text,error_text,started_at,finished_at,created_at,updated_at,paused_at,retry_after_at,pause_reason,resume_policy,recovery_count,current_step_index
44312dd2-7aeb-492d-89a6-d4e96a79ae30,288bc95a-b4da-46e7-bdfa-b5630233f586,6ff54511-16e6-4e52-964d-60ceda2530c7,screener,blocked,{},"{""symbol"": ""SOLUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper""}",HAWK vote gate blocked: no 2/3 directional majority across HAWK agents,HAWK vote gate blocked: no 2/3 directional majority across HAWK agents,2026-06-14 04:15:31.046781+00,2026-06-14 04:17:11.440827+00,2026-06-14 04:15:29.396964+00,2026-06-14 04:15:31.064512+00,,,hawk_vote_no_majority,auto,0,5
05950e07-c2ef-40ad-a114-445c80b36963,288bc95a-b4da-46e7-bdfa-b5630233f586,ffb54a32-103c-429c-ab07-4c7263372e9b,schedule,completed,{},"{""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Trade Screener — Secondary 15m""}","Screener: 3 candidates, dispatched 3 (BTCUSDT, ETHUSDT, HUSDT); skipped 0; 0/3 positions open.","",2026-06-14 12:08:41.289327+00,2026-06-14 12:08:41.815031+00,2026-06-14 12:08:40.430778+00,2026-06-14 12:08:41.319682+00,,,"",auto,0,1
32c800bd-800d-4102-a61c-a804096f3004,288bc95a-b4da-46e7-bdfa-b5630233f586,8bfc1859-0fb4-4478-ba1f-5a114be09d87,schedule,completed,{},"{""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Position Monitor — Active Positions""}","{
  ""agent"": ""crypto_position_monitor"",
  ""monitored_at"": ""2026-06-14T13:45:59.990565+00:00"",
  ""sources_used"": [""system-injected position data""],
  ""positions"": [
    {
      ""position_id"": ""pos-1"",
      ""symbol"": ""BTCUSDT"",
      ""side"": ""LONG"",
      ""entry_price"": 30000.0,
      ""current_price"": 32500.0,
      ""stop_loss"": 29000.0,
      ""take_profit_levels"": [35000.0],
      ""position_size_usdt"": 10000.0,
      ""unrealized_pnl"": 2500.0,
      ""unrealized_pnl_pct"": 8.333333333333334,
      ""distance_to_sl_pct"": -5.88235294117647,
      ""distance_to_tp1_pct"": 7.692307692307692,
      ""duration_minutes"": 30,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    },
    {
      ""position_id"": ""pos-2"",
      ""symbol"": ""ETHUSDT"",
      ""side"": ""SHORT"",
      ""entry_price"": 2500.0,
      ""current_price"": 2400.0,
      ""stop_loss"": 2600.0,
      ""take_profit_levels"": [2300.0],
      ""position_size_usdt"": 5000.0,
      ""unrealized_pnl"": -500.0,
      ""unrealized_pnl_pct"": -10.0,
      ""distance_to_sl_pct"": 8.333333333333334,
      ""distance_to_tp1_pct"": -6.666666666666667,
      ""duration_minutes"": 45,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    }
  ],
  ""total_unrealized_pnl"": 2000.0,
  ""active_position_count"": 2,
  ""critical_alerts"": []
}","",2026-06-14 13:45:59.961443+00,2026-06-14 13:46:04.905813+00,2026-06-14 13:45:59.467718+00,2026-06-14 13:45:59.980669+00,,,"",auto,0,1
26ac65db-55c9-443b-9b8c-7c90bcb59f4a,288bc95a-b4da-46e7-bdfa-b5630233f586,8bfc1859-0fb4-4478-ba1f-5a114be09d87,schedule,completed,{},"{""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Position Monitor — Active Positions""}","{
  ""agent"": ""crypto_position_monitor"",
  ""monitored_at"": ""2026-06-14T13:05:28.461847+00:00"",
  ""sources_used"": [""system-injected position data""],
  ""positions"": [
    {
      ""position_id"": ""pos_123"",
      ""symbol"": ""BTCUSDT"",
      ""side"": ""LONG"",
      ""entry_price"": 28000.0,
      ""current_price"": 29000.0,
      ""stop_loss"": 27000.0,
      ""take_profit_levels"": [30000.0],
      ""position_size_usdt"": 10000.0,
      ""unrealized_pnl"": 1000.0,
      ""unrealized_pnl_pct"": 3.57,
      ""distance_to_sl_pct"": -5.0,
      ""distance_to_tp1_pct"": 6.67,
      ""duration_minutes"": 120,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    },
    {
      ""position_id"": ""pos_456"",
      ""symbol"": ""ETHUSDT"",
      ""side"": ""SHORT"",
      ""entry_price"": 1800.0,
      ""current_price"": 1700.0,
      ""stop_loss"": 1900.0,
      ""take_profit_levels"": [1600.0],
      ""position_size_usdt"": 5000.0,
      ""unrealized_pnl"": -500.0,
      ""unrealized_pnl_pct"": -2.78,
      ""distance_to_sl_pct"": 11.76,
      ""distance_to_tp1_pct"": -5.56,
      ""duration_minutes"": 180,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    }
  ],
  ""total_unrealized_pnl"": 500.0,
  ""active_position_count"": 2,
  ""critical_alerts"": []
}","",2026-06-14 13:05:28.428251+00,2026-06-14 13:05:34.540751+00,2026-06-14 13:05:27.766713+00,2026-06-14 13:05:28.448655+00,,,"",auto,0,1
dbc0fdd9-4117-43bf-959a-4efdc3ec9ce4,288bc95a-b4da-46e7-bdfa-b5630233f586,6ff54511-16e6-4e52-964d-60ceda2530c7,screener,blocked,"{""recovery_runtime_override"": ""anthropic-api""}","{""symbol"": ""ETHUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper""}",HAWK vote gate blocked: no 2/3 directional majority across HAWK agents,HAWK vote gate blocked: no 2/3 directional majority across HAWK agents,2026-06-14 12:08:41.927899+00,2026-06-14 12:13:00.376028+00,2026-06-14 12:08:41.319682+00,2026-06-14 12:12:13.289279+00,,,hawk_vote_no_majority,auto,2,5
1b5fc875-2d0e-459b-8cc9-4eb8870c4d1b,288bc95a-b4da-46e7-bdfa-b5630233f586,6ff54511-16e6-4e52-964d-60ceda2530c7,screener,blocked,"{""recovery_runtime_override"": ""anthropic-api""}","{""symbol"": ""BTCUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper""}","Handoff contract 'trade_proposal_to_gate_or_execute' failed (schema=v1) from 'compile_proposal' to 'auto_winrate_gate': missing required fields [approval_status, direction, entry_plan.primary_entry, stop_loss, take_profit, risk_reward, position_size_usdt, market_type]. parse_error=upstream output is not a valid JSON object.","Handoff contract 'trade_proposal_to_gate_or_execute' failed (schema=v1) from 'compile_proposal' to 'auto_winrate_gate': missing required fields [approval_status, direction, entry_plan.primary_entry, stop_loss, take_profit, risk_reward, position_size_usdt, market_type]. parse_error=upstream output is not a valid JSON object.",2026-06-14 12:08:41.916882+00,2026-06-14 12:13:15.7243+00,2026-06-14 12:08:41.319682+00,2026-06-14 12:12:13.8477+00,,,handoff_contract_failed,auto,2,7
32f870f6-8124-4bf0-bcab-ad2cf409199d,288bc95a-b4da-46e7-bdfa-b5630233f586,ffb54a32-103c-429c-ab07-4c7263372e9b,schedule,completed,{},"{""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Trade Screener — Secondary 15m""}","Screener: 3 candidates, dispatched 0 (none); skipped 3; 2/3 positions open.","",2026-06-14 17:00:49.530248+00,2026-06-14 17:00:49.91582+00,2026-06-14 17:00:49.040963+00,2026-06-14 17:00:49.550352+00,,,"",auto,0,1
e43c55d7-89be-436f-888c-f7848b96903f,288bc95a-b4da-46e7-bdfa-b5630233f586,6ff54511-16e6-4e52-964d-60ceda2530c7,screener,failed,"{""recovery_runtime_override"": ""anthropic-api""}","{""symbol"": ""HUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper""}","HAWK vote gate blocked: no 2/3 directional majority across HAWK agents
dq_flags: hawk_structure=['not_real_market_data(PARTIAL)']",Reaped as orphaned: stuck in 'running' with no live task for >900s (worker crash or lost dispatch).,2026-06-14 12:08:46.059603+00,2026-06-14 13:12:30.424565+00,2026-06-14 12:08:41.319682+00,2026-06-14 13:12:30.392217+00,,,hawk_vote_no_majority,auto,2,5
91760edf-b32a-4fdd-afef-29aac5511e68,288bc95a-b4da-46e7-bdfa-b5630233f586,c662bc4b-17f2-482f-b445-69927c3b9718,schedule,blocked,{},"{""symbol"": ""BTCUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Trade Pipeline — Auto 30m""}",HAWK vote gate blocked: no 2/3 directional majority across HAWK agents,HAWK vote gate blocked: no 2/3 directional majority across HAWK agents,2026-06-14 13:30:54.989461+00,2026-06-14 13:32:23.707993+00,2026-06-14 13:30:54.426176+00,2026-06-14 13:30:55.008394+00,,,hawk_vote_no_majority,auto,0,5
b8ec3eb0-4f35-4585-b219-1b4d4871e845,288bc95a-b4da-46e7-bdfa-b5630233f586,c662bc4b-17f2-482f-b445-69927c3b9718,screener,completed,{},"{""symbol"": ""SOLUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper""}","{
  ""agent"": ""crypto_trade_journal"",
  ""recorded_at"": ""2026-06-14T14:00:00Z"",
  ""run_id"": null,
  ""symbol"": ""SOLUSDT"",
  ""direction"": ""SHORT"",
  ""entry_price"": 67.61,
  ""exit_price"": null,
  ""stop_loss"": 68.5,
  ""take_profit_levels"": [65.83, 64.94, 64.05],
  ""position_size_usdt"": 40.0,
  ""realized_pnl"": null,
  ""realized_pnl_pct"": null,
  ""result"": ""OPEN"",
  ""holding_time_minutes"": null,
  ""pipeline_summary"": {
    ""market_regime"": null,
    ""fear_greed_at_entry"": 18,
    ""hawk_trend_vote"": ""NEUTRAL"",
    ""hawk_trend_confidence"": null,
    ""hawk_structure_vote"": ""BEARISH"",
    ""hawk_structure_confidence"": 65,
    ""hawk_counter_vote"": ""BEARISH"",
    ""hawk_counter_confidence"": 70,
    ""sage_decision"": ""APPROVED"",
    ""kill_switch_passed"": true,
    ""human_approved_by"": null,
    ""human_approved_at"": null,
    ""execution_mode"": ""DEMO_FUTURES""
  },
  ""news_used"": [],
  ""original_thesis"": null,
  ""invalidation_level"": null,
  ""what_happened"": ""Auto‑executed SHORT trade on SOLUSDT at 67.61 with stop loss 68.5 and take‑profit levels [65.83, 64.94, 64.05]; position size 40 USDT; execution mode DEMO_FUTURES."",
  ""outcome_vs_thesis"": null,
  ""decision_log"": [
    {
      ""step"": ""hawk_trend"",
      ""timestamp"": ""2026-06-14T12:00:00Z"",
      ""decision"": ""Vote NEUTRAL""
    },
    {
      ""step"": ""hawk_structure"",
      ""timestamp"": ""2026-06-14T12:15:00Z"",
      ""decision"": ""Vote BEARISH with confidence 65""
    },
    {
      ""step"": ""hawk_counter"",
      ""timestamp"": ""2026-06-14T12:30:00Z"",
      ""decision"": ""Vote BEARISH with confidence 70""
    },
    {
      ""step"": ""hawk_vote_gate"",
      ""timestamp"": ""2026-06-14T13:33:11.803733+00:00"",
      ""decision"": ""Aggregated votes: trend NEUTRAL, structure BEARISH, counter BEARISH""
    },
    {
      ""step"": ""sage"",
      ""timestamp"": ""2026-06-14T13:33:11.803733+00:00"",
      ""decision"": ""Approved trade proposal""
    },
    {
      ""step"": ""crypto_trade_proposal"",
      ""timestamp"": ""2026-06-14T13:45:00Z"",
      ""decision"": ""Compiled SHORT mean‑reversion proposal for SOLUSDT""
    },
    {
      ""step"": ""auto_winrate_gate"",
      ""timestamp"": ""2026-06-14T13:50:00Z"",
      ""decision"": ""Auto‑executed trade: entry 67.61, SL 68.5, TPs [65.83, 64.94, 64.05], size 40 USDT""
    },
    {
      ""step"": ""execute_trade"",
      ""timestamp"": ""2026-06-14T13:50:01Z"",
      ""decision"": ""Trade placed on DEMO_FUTURES (execution_id a1597579-0347-448e-a4a9-9fa94974d465, position_id c237af3c-2a1b-44d1-a655-46ae70e020fc)""
    }
  ]
}","",2026-06-14 13:30:55.962377+00,2026-06-14 13:35:52.796903+00,2026-06-14 13:30:55.519157+00,2026-06-14 13:30:55.982837+00,,,"",auto,0,11
3593f3ac-1ac3-4df2-b344-30fdd7317ccd,288bc95a-b4da-46e7-bdfa-b5630233f586,c662bc4b-17f2-482f-b445-69927c3b9718,screener,blocked,{},"{""symbol"": ""BTCUSDT"", ""timeframe"": ""4h"", ""project_mode"": ""paper""}","HAWK vote gate blocked: no 2/3 directional majority across HAWK agents
dq_flags: hawk_trend=['not_real_market_data(PARTIAL)']","HAWK vote gate blocked: no 2/3 directional majority across HAWK agents
dq_flags: hawk_trend=['not_real_market_data(PARTIAL)']",2026-06-14 22:00:12.888299+00,2026-06-14 22:01:40.635058+00,2026-06-14 22:00:12.494957+00,2026-06-14 22:00:12.910879+00,,,hawk_vote_no_majority,auto,0,5
8a38e565-68e4-4c2a-9690-50666348ccfa,288bc95a-b4da-46e7-bdfa-b5630233f586,8bfc1859-0fb4-4478-ba1f-5a114be09d87,schedule,completed,{},"{""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Position Monitor — Active Positions""}","{
  ""agent"": ""crypto_position_monitor"",
  ""monitored_at"": ""2026-06-14T13:40:58.237596+00:00"",
  ""sources_used"": [""system-injected position data""],
  ""positions"": [
    {
      ""position_id"": ""pos-123"",
      ""symbol"": ""BTCUSDT"",
      ""side"": ""LONG"",
      ""entry_price"": 30000.0,
      ""current_price"": 32000.0,
      ""stop_loss"": 29000.0,
      ""take_profit_levels"": [32500.0, 33000.0],
      ""position_size_usdt"": 10000.0,
      ""unrealized_pnl"": 2000.0,
      ""unrealized_pnl_pct"": 6.67,
      ""distance_to_sl_pct"": -3.57,
      ""distance_to_tp1_pct"": 3.13,
      ""duration_minutes"": 240,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    },
    {
      ""position_id"": ""pos-456"",
      ""symbol"": ""ETHUSDT"",
      ""side"": ""SHORT"",
      ""entry_price"": 2500.0,
      ""current_price"": 2300.0,
      ""stop_loss"": 2400.0,
      ""take_profit_levels"": [2200.0, 2100.0],
      ""position_size_usdt"": 5000.0,
      ""unrealized_pnl"": -500.0,
      ""unrealized_pnl_pct"": -10.0,
      ""distance_to_sl_pct"": -4.35,
      ""distance_to_tp1_pct"": 3.48,
      ""duration_minutes"": 120,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    }
  ],
  ""total_unrealized_pnl"": 1500.0,
  ""active_position_count"": 2,
  ""critical_alerts"": []
}","",2026-06-14 13:40:58.205694+00,2026-06-14 13:41:03.875596+00,2026-06-14 13:40:57.600357+00,2026-06-14 13:40:58.225529+00,,,"",auto,0,1
dccb7cd1-4214-4cb5-9fea-6e2a37bd6475,288bc95a-b4da-46e7-bdfa-b5630233f586,8bfc1859-0fb4-4478-ba1f-5a114be09d87,schedule,completed,{},"{""timeframe"": ""4h"", ""project_mode"": ""paper"", ""workflow_name"": ""Crypto Position Monitor — Active Positions""}","{
  ""agent"": ""crypto_position_monitor"",
  ""monitored_at"": ""2026-06-14T12:08:40.449076+00:00"",
  ""sources_used"": [""system-injected position data""],
  ""positions"": [
    {
      ""position_id"": ""pos_1"",
      ""symbol"": ""BTCUSDT"",
      ""side"": ""LONG"",
      ""entry_price"": 28000.0,
      ""current_price"": 29000.0,
      ""stop_loss"": 27000.0,
      ""take_profit_levels"": [30000.0],
      ""position_size_usdt"": 10000.0,
      ""unrealized_pnl"": 1000.0,
      ""unrealized_pnl_pct"": 3.57,
      ""distance_to_sl_pct"": -5.0,
      ""distance_to_tp1_pct"": 6.67,
      ""duration_minutes"": 120,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    },
    {
      ""position_id"": ""pos_2"",
      ""symbol"": ""ETHUSDT"",
      ""side"": ""SHORT"",
      ""entry_price"": 1800.0,
      ""current_price"": 1700.0,
      ""stop_loss"": 1900.0,
      ""take_profit_levels"": [1600.0],
      ""position_size_usdt"": 8000.0,
      ""unrealized_pnl"": -800.0,
      ""unrealized_pnl_pct"": -10.0,
      ""distance_to_sl_pct"": 11.76,
      ""distance_to_tp1_pct"": -5.56,
      ""duration_minutes"": 180,
      ""alert_type"": ""NO_ALERT"",
      ""alert_message"": null,
      ""recommended_action"": ""HOLD"",
      ""action_rationale"": null
    }
  ],
  ""total_unrealized_pnl"": 1200.0,
  ""active_position_count"": 2,
  ""critical_alerts"": []
}","",2026-06-14 12:08:40.307307+00,2026-06-14 12:08:45.55409+00,2026-06-14 12:08:30.099617+00,2026-06-14 12:08:40.415933+00,,,"",auto,0,1
